age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,contact_efficiency,is_repeat_customer
43,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,296,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,296.0,0
48,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,74,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,74.0,0
43,housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,402,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,402.0,0
48,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,126,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,126.0,0
51,management,married,university.degree,no,yes,no,cellular,jul,wed,65,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,65.0,0
36,admin.,divorced,high.school,no,yes,no,cellular,jul,wed,389,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,129.66666666666666,0
33,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,99,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,49.5,0
36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,99,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,49.5,0
51,management,married,university.degree,no,yes,no,cellular,jul,wed,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,194.0,0
51,management,married,university.degree,no,yes,no,cellular,jul,wed,420,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,420.0,0
35,management,married,university.degree,no,no,no,cellular,jul,wed,191,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,63.666666666666664,0
43,housemaid,married,basic.4y,no,no,yes,cellular,jul,wed,697,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,697.0,0
51,management,married,university.degree,no,yes,no,cellular,jul,wed,96,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,96.0,0
52,blue-collar,divorced,basic.9y,no,yes,no,telephone,jul,wed,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,46.0,0
51,management,married,university.degree,no,no,yes,cellular,jul,wed,110,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,110.0,0
24,services,single,professional.course,no,yes,no,cellular,jul,wed,55,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,55.0,0
34,blue-collar,married,basic.9y,no,no,yes,cellular,jul,wed,45,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,45.0,0
51,management,married,university.degree,no,no,no,cellular,jul,wed,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,175.0,0
24,services,single,professional.course,no,yes,no,cellular,jul,wed,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,139.0,0
36,admin.,married,university.degree,no,no,yes,cellular,jul,wed,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,76.5,0
24,services,single,professional.course,no,yes,no,cellular,jul,wed,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,80.0,0
24,services,single,professional.course,no,yes,no,cellular,jul,wed,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,185.0,0
48,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,128.0,0
24,services,single,professional.course,no,yes,no,cellular,jul,wed,349,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,349.0,0
28,services,single,high.school,no,yes,no,cellular,jul,wed,51,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,51.0,0
36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,570,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,285.0,0
34,technician,married,professional.course,no,yes,no,cellular,jul,wed,99,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,19.8,0
34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,173.0,0
41,technician,single,university.degree,no,yes,yes,cellular,jul,wed,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,184.0,0
43,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,272,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,272.0,0
30,admin.,married,high.school,no,yes,no,cellular,jul,wed,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,166.0,0
34,admin.,single,high.school,no,yes,no,cellular,jul,wed,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,42.0,0
34,admin.,single,high.school,no,no,no,cellular,jul,wed,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,127.0,0
34,admin.,single,high.school,no,yes,no,cellular,jul,wed,85,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,85.0,0
31,technician,married,professional.course,no,yes,no,cellular,jul,wed,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,112.5,0
42,technician,married,high.school,no,yes,no,cellular,jul,wed,761,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,761.0,0
48,entrepreneur,married,university.degree,no,yes,no,telephone,jul,wed,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,42.0,0
34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,206.0,0
54,management,married,university.degree,no,yes,no,cellular,jul,wed,113,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,56.5,0
59,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,wed,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,92.0,0
36,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,16,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,16.0,0
27,admin.,single,university.degree,no,no,no,cellular,jul,wed,51,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,51.0,0
36,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,205,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,205.0,0
40,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,125,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,41.666666666666664,0
27,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,91,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,91.0,0
27,admin.,single,university.degree,no,no,no,cellular,jul,wed,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,194.0,0
28,services,single,high.school,no,yes,no,cellular,jul,wed,85,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,85.0,0
31,management,single,university.degree,no,yes,yes,cellular,jul,wed,61,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,61.0,0
39,entrepreneur,divorced,basic.4y,no,no,no,cellular,jul,wed,174,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,174.0,0
40,admin.,married,professional.course,no,no,no,cellular,jul,wed,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,130.0,0
31,admin.,married,university.degree,no,no,no,telephone,jul,wed,238,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,29.75,0
36,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,160,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,80.0,0
31,management,single,university.degree,no,no,no,cellular,jul,wed,645,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,645.0,0
31,technician,divorced,professional.course,no,no,no,cellular,jul,wed,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,64.0,0
24,blue-collar,single,basic.4y,no,no,no,cellular,jul,wed,115,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,115.0,0
31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,662,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,662.0,0
31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,625,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,625.0,0
28,technician,married,university.degree,no,yes,no,cellular,jul,wed,126,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,126.0,0
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,124,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,124.0,0
28,technician,married,university.degree,no,yes,no,cellular,jul,wed,321,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,321.0,0
26,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,wed,215,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,71.66666666666667,0
55,admin.,divorced,high.school,no,no,no,cellular,jul,wed,189,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,189.0,0
55,admin.,divorced,high.school,no,yes,no,cellular,jul,wed,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,127.0,0
32,technician,married,university.degree,no,yes,no,telephone,jul,wed,196,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,196.0,0
45,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,wed,87,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,87.0,0
45,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,112,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,112.0,0
33,admin.,married,high.school,no,yes,no,cellular,jul,wed,310,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,310.0,0
52,retired,married,professional.course,no,yes,no,cellular,jul,wed,389,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,77.8,0
45,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,294,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,294.0,0
28,blue-collar,single,professional.course,no,yes,no,cellular,jul,wed,611,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,305.5,0
37,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,wed,156,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,156.0,0
52,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,275,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,275.0,0
33,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,143.0,0
44,technician,married,high.school,no,no,no,cellular,jul,wed,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,92.0,0
44,technician,married,high.school,no,yes,no,cellular,jul,wed,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,82.0,0
52,management,married,professional.course,no,no,no,cellular,jul,wed,222,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,222.0,0
26,technician,married,university.degree,no,yes,no,cellular,jul,wed,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,175.0,0
36,admin.,divorced,high.school,no,yes,yes,cellular,jul,wed,148,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,74.0,0
26,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,366,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,366.0,0
34,admin.,single,university.degree,no,yes,no,cellular,jul,wed,138,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,138.0,0
34,admin.,single,university.degree,no,yes,no,cellular,jul,wed,337,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,337.0,0
46,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,236,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,236.0,0
41,blue-collar,married,basic.4y,no,yes,no,telephone,jul,wed,52,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,52.0,0
51,admin.,married,university.degree,no,yes,no,cellular,jul,wed,426,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,142.0,0
29,technician,married,professional.course,no,yes,no,cellular,jul,wed,332,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,332.0,0
47,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,127.0,0
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,72.0,0
31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,186,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,186.0,0
31,housemaid,married,basic.9y,no,yes,no,cellular,jul,wed,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,219.0,0
50,admin.,single,high.school,no,yes,no,cellular,jul,wed,180,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,180.0,0
26,admin.,married,high.school,no,yes,yes,cellular,jul,wed,273,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,54.6,0
22,student,single,high.school,no,no,yes,cellular,jul,wed,349,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,349.0,0
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,590,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,590.0,0
32,technician,single,university.degree,no,no,yes,cellular,jul,wed,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,90.0,0
31,admin.,single,high.school,no,no,no,cellular,jul,wed,96,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,48.0,0
43,admin.,married,university.degree,no,yes,no,cellular,jul,wed,899,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,899.0,0
31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1121,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1121.0,0
36,admin.,divorced,university.degree,no,yes,no,cellular,jul,wed,81,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,81.0,0
44,admin.,married,high.school,no,yes,no,cellular,jul,wed,118,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,118.0,0
23,unemployed,single,university.degree,no,yes,no,cellular,jul,wed,119,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,119.0,0
26,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,1139,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1139.0,0
44,admin.,married,high.school,no,yes,no,cellular,jul,wed,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,97.0,0
29,services,divorced,high.school,no,yes,no,cellular,jul,wed,171,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,171.0,0
25,housemaid,single,high.school,no,no,no,cellular,jul,wed,1156,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,1156.0,0
54,management,married,university.degree,no,no,no,cellular,jul,wed,71,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,11.833333333333334,0
26,admin.,single,high.school,no,yes,yes,cellular,jul,wed,668,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,668.0,0
52,services,married,high.school,no,no,no,cellular,jul,wed,183,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,183.0,0
29,technician,married,professional.course,no,yes,no,cellular,jul,wed,128,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,64.0,0
50,admin.,single,high.school,no,yes,no,cellular,jul,wed,171,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,85.5,0
32,admin.,single,university.degree,no,no,no,cellular,jul,wed,76,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,38.0,0
32,admin.,divorced,high.school,no,no,no,cellular,jul,wed,89,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,29.666666666666668,0
29,services,divorced,high.school,no,yes,no,cellular,jul,wed,188,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,188.0,0
44,admin.,married,high.school,no,no,no,cellular,jul,wed,869,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,869.0,0
24,services,single,high.school,no,yes,no,cellular,jul,wed,242,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,242.0,0
28,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,98,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,98.0,0
28,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,175.0,0
39,technician,married,professional.course,no,yes,no,telephone,jul,wed,87,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,10.875,0
39,services,married,basic.9y,no,no,no,cellular,jul,wed,100,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,20.0,0
32,technician,single,university.degree,no,yes,no,cellular,jul,wed,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,89.0,0
40,admin.,married,high.school,no,no,yes,telephone,jul,wed,31,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,31.0,0
27,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,205,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,102.5,0
36,technician,married,professional.course,no,yes,no,cellular,jul,wed,167,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,167.0,0
31,admin.,single,high.school,no,no,no,cellular,jul,wed,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,54.0,0
29,admin.,married,university.degree,no,yes,no,cellular,jul,wed,31,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,31.0,0
33,admin.,single,university.degree,no,yes,no,cellular,jul,wed,494,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,494.0,0
28,technician,single,university.degree,no,no,no,cellular,jul,wed,96,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,48.0,0
29,admin.,married,university.degree,no,yes,no,cellular,jul,wed,161,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,161.0,0
35,management,married,university.degree,no,no,no,cellular,jul,wed,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,130.0,0
51,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,145,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,145.0,0
30,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,80.0,0
25,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,108.0,0
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,532,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,532.0,0
28,services,married,high.school,no,yes,no,telephone,jul,wed,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,72.5,0
39,technician,married,professional.course,no,yes,no,cellular,jul,wed,178,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,89.0,0
45,self-employed,married,basic.9y,no,yes,no,cellular,jul,wed,71,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,71.0,0
28,services,single,university.degree,no,yes,no,cellular,jul,wed,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,90.0,0
34,technician,married,professional.course,no,yes,no,cellular,jul,wed,144,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,28.8,0
45,self-employed,married,basic.9y,no,yes,yes,cellular,jul,wed,332,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,332.0,0
30,admin.,married,university.degree,no,yes,no,telephone,jul,wed,693,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,346.5,0
39,technician,married,professional.course,no,yes,no,cellular,jul,wed,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,112.5,0
56,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,289,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,289.0,0
26,blue-collar,single,basic.9y,no,yes,yes,telephone,jul,wed,224,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,224.0,0
37,entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,wed,224,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,224.0,0
34,blue-collar,single,high.school,no,no,no,cellular,jul,wed,118,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,59.0,0
37,entrepreneur,divorced,university.degree,no,no,yes,cellular,jul,wed,362,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,362.0,0
29,management,single,high.school,no,yes,no,cellular,jul,wed,125,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,125.0,0
27,admin.,married,university.degree,no,no,no,telephone,jul,wed,672,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,112.0,0
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,219.0,0
32,admin.,single,high.school,no,yes,no,cellular,jul,wed,192,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,96.0,0
45,technician,married,professional.course,no,yes,no,cellular,jul,wed,160,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,160.0,0
29,admin.,single,high.school,no,yes,no,cellular,jul,wed,360,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,180.0,0
30,blue-collar,married,basic.9y,no,no,yes,cellular,jul,wed,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,173.0,0
39,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,94,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,94.0,0
39,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,102,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,102.0,0
34,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,378,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,378.0,0
26,services,single,university.degree,no,yes,no,cellular,jul,wed,70,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,70.0,0
35,technician,single,high.school,no,yes,no,cellular,jul,wed,294,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,294.0,0
52,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,728,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,728.0,0
25,services,single,high.school,no,no,no,cellular,jul,wed,643,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,643.0,0
36,admin.,divorced,high.school,no,yes,no,cellular,jul,wed,111,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,27.75,0
36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,203,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,67.66666666666667,0
39,entrepreneur,divorced,basic.4y,no,yes,yes,cellular,jul,wed,1317,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,658.5,0
49,services,married,high.school,no,no,no,cellular,jul,wed,313,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,313.0,0
41,admin.,divorced,high.school,no,no,no,cellular,jul,wed,364,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,364.0,0
24,technician,single,professional.course,no,yes,no,cellular,jul,wed,171,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,34.2,0
29,technician,married,professional.course,no,no,no,cellular,jul,wed,290,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,145.0,0
42,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,77,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,77.0,0
42,unemployed,married,high.school,no,no,no,cellular,jul,wed,140,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,46.666666666666664,0
40,services,married,high.school,no,no,no,cellular,jul,wed,83,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,83.0,0
34,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,87,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,87.0,0
38,blue-collar,single,university.degree,no,no,no,cellular,jul,wed,176,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,176.0,0
29,entrepreneur,married,professional.course,no,no,no,cellular,jul,wed,736,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,184.0,0
38,blue-collar,single,university.degree,no,yes,no,cellular,jul,wed,458,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,458.0,0
34,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,384,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,384.0,0
28,technician,single,university.degree,no,yes,no,cellular,jul,wed,174,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,24.857142857142858,0
33,admin.,single,university.degree,no,yes,no,telephone,jul,wed,161,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,161.0,0
36,blue-collar,married,high.school,no,yes,no,cellular,jul,wed,295,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,295.0,0
32,self-employed,single,university.degree,no,no,no,cellular,jul,wed,312,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,312.0,0
29,services,single,high.school,no,yes,no,telephone,jul,wed,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,206.0,0
57,blue-collar,married,basic.9y,no,no,no,telephone,jul,wed,49,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,49.0,0
27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,181,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,181.0,0
57,blue-collar,married,basic.9y,no,yes,no,telephone,jul,wed,106,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,106.0,0
57,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,601,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,601.0,0
57,housemaid,married,university.degree,no,yes,no,cellular,jul,wed,113,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,113.0,0
21,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,219.0,0
57,housemaid,married,university.degree,no,no,no,cellular,jul,wed,388,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,388.0,0
